roe,sustainability_score,category,rating,risk_rating,equity_size_score,price_cash_flow_ratio,dividend_yield_factor,historical_earnings_growth,sales_growth,asset_cash,holdings_n_stock,ongoing_cost,fund_size
8.46,21.51,Germany Equity,3,3,291.07,6.11,3.03,-7.22,-0.72,0,30,0.09,34130000
-16.15,22.49,Sector Equity Technology,3,5,143.3,38.5,0,33.49,22.73,0,54,0.4,356940000
20.69,20.92,Switzerland Equity,4,5,246.95,17.51,3.34,8.7,2.22,-29.42,34,0.28,193920000
15.86,29.89,Sector Equity Water,3,3,102.18,10.3,1.69,9.01,3.81,0.1,66,0.27946,30720000
5.15,21.58,Sector Equity Technology,3,4,220.33,25.25,0.36,9.93,15.12,0.2,72,0.27917,1.52E+08
1.16,29.07,Sector Equity Healthcare,4,5,131.37,24.12,0.27,20.74,8.87,0.19,85,0.27751,68740000
15.07,21.15,Europe Large-Cap Blend Equity,4,3,271.47,9.74,2.6,-1.28,0.64,0.16,561,0.05361,106700000
8.75,24.52,Japan Large-Cap Equity,3,2,276.58,8.39,2.71,-4.07,3.4,0,516,0.15,1933050000
20.86,22.84,Global Large-Cap Blend Equity,4,3,288.01,9.23,2.5,4.62,4.21,0,2159,0.13,847530000
9.62,24.73,Asia-Pacific ex-Japan Equity,2,3,307.06,7.08,3.79,-10.6,2.88,0,395,0.16,735480000
17.07,25.15,Global Equity Income,3,3,286.64,7.17,4.65,0.91,3.69,0,1482,0.29,1254230000
15.83,27.38,Global Emerging Markets Equity,4,2,340.76,9.32,3.03,5.88,7.54,0,1828,0.22,2264560000
27.87,22.26,US Large-Cap Blend Equity,3,2,275.48,12.61,1.65,9.3,7.94,0,444,0.14,31610000
14.61,22.31,Europe Large-Cap Blend Equity,4,3,273.4,9.48,2.81,-1.14,1.15,0.47,577,0.12,54340000
8.75,24.52,Japan Large-Cap Equity,3,2,276.58,8.39,2.71,-4.07,3.4,0,516,0.15,1.97E+09
9.62,24.73,Asia-Pacific ex-Japan Equity,2,3,307.06,7.08,3.79,-10.6,2.88,0,395,0.16,752700000
15.83,27.38,Global Emerging Markets Equity,4,2,340.76,9.32,3.03,5.88,7.54,0,1828,0.22,2287380000
13.48,25.23,Global Emerging Markets Equity,2,3,291.46,8.15,3.08,0.47,7.24,1.71,190,0.25,546190000
-16.15,22.49,Sector Equity Technology,3,5,143.3,38.5,0,33.49,22.73,0,54,0.4,354380000
27.87,22.26,US Large-Cap Blend Equity,3,2,275.48,12.61,1.65,9.3,7.94,0,444,0.14,31910000
9.59,22.39,Global Large-Cap Blend Equity,3,4,276.12,5.07,3.7,-6.03,1.44,-0.03,48,0.35,68840000
13.55,23.56,Sector Equity Technology,3,2,300.63,9.74,2.17,6.47,6.06,-0.04,56,0.35,48820000
9.59,22.39,Global Large-Cap Blend Equity,3,4,276.12,5.07,3.7,-6.03,1.44,-0.03,48,0.35,69090000
16.69,26.07,Global Emerging Markets Equity,3,3,378.82,12.64,2.07,4.14,8.54,0,359,0.05266,790060000
37.05,18.36,Sector Equity Technology,5,3,336.14,16.58,1.17,10.51,6.18,0.18,177,0.25,77240000
24.02,26.08,Sector Equity Healthcare,4,2,282.52,13.21,2.01,13.15,8.55,0.14,155,0.25,347490000
23.44,24.33,Sector Equity Consumer Goods & Services,4,1,293.15,12.74,2.89,-1.31,3.35,0.72,120,0.25,16350000
17.17,21.7,Sector Equity Consumer Goods & Services,5,4,314.72,14.57,1.17,0.51,5.01,0.27,178,0.25,9820000
-7.13,32.2,Sector Equity Energy,3,3,252.87,5.04,8.61,5.27,4.23,0.87,54,0.25,20620000
11.89,18.82,Eurozone Large-Cap Equity,4,2,257.64,8.09,3.73,1.38,1.76,0.55,60,0.3,457090000
14.75,25.64,Global Emerging Markets Equity,3,3,345.74,8.7,2.94,2.76,7.28,0.48,909,0.20222,392220000
10.43,22.24,Japan Large-Cap Equity,4,2,288.34,9.45,2.5,-4.4,2.48,0.19,70,0.22,66239860000
16.58,26.73,Global Emerging Markets Equity,3,2,332.32,7.69,3.12,4.37,6.83,0,410,0.49,4110000
16.58,26.73,Global Emerging Markets Equity,3,2,332.32,7.69,3.12,4.37,6.83,0,410,0.49,4170000
17.44,20.08,Europe Large-Cap Blend Equity,5,2,279.83,9.79,3.03,-0.11,1.42,0,212,0.2,1023210000
27.8,22.26,US Large-Cap Blend Equity,3,2,275.15,12.56,1.66,9.3,7.94,0,444,0.14,31910000
10.76,23.22,Pacific ex-Japan Equity,3,3,305.76,9.21,4.74,-6.93,1.2,0.54,132,0.31,127140000
13.55,23.56,Sector Equity Technology,3,2,300.63,9.74,2.17,6.47,6.06,-0.04,56,0.35,48560000
20.58,20.33,Global Large-Cap Blend Equity,4,3,287.13,12.93,2.34,3.84,5.58,0.42,580,0.37,2164150000
26.46,22.08,US Large-Cap Blend Equity,5,3,299.22,14.31,1.66,12.57,7.65,0.03,462,0.01359,1289700000
26.46,22.08,US Large-Cap Blend Equity,5,3,299.22,14.31,1.66,12.57,7.65,0.03,462,0.01359,1301810000
14.8,21.88,Europe Large-Cap Blend Equity,4,3,257.36,6.84,4.09,-0.14,0.97,0.01,579,0.12,2103040000
20.34,23.34,Global Large-Cap Blend Equity,4,3,292.89,8.75,2.59,4.77,4.55,0,3430,0.23,7587420000
15.04,21.27,Europe ex-UK Equity,3,2,261.54,7.14,3.57,1.02,0.72,0,462,0.12,1314690000
20.86,22.84,Global Large-Cap Blend Equity,4,3,288.01,9.23,2.5,4.62,4.21,0,2159,0.13,858690000
15.07,21.15,Europe Large-Cap Blend Equity,4,3,271.47,9.74,2.6,-1.28,0.64,0.16,561,0.05361,105660000
27.15,20.49,Global Large-Cap Blend Equity,3,2,265.44,8.63,2.34,7.63,3.67,0.98,212,0.6,109390000
21.53,20.03,Global Large-Cap Blend Equity,5,2,280.81,13.53,2.22,4.42,5.4,0.83,391,0.18,1127540000
26.87,22.54,US Large-Cap Blend Equity,4,2,301.04,13.12,1.95,11.26,6.92,0.04,505,0.07,27762130000
16.44,24.92,US Large-Cap Blend Equity,5,4,229.13,10.61,2.77,10.86,7.27,0.08,48,0.49,264279999
19.62,26.01,US Large-Cap Blend Equity,4,2,205.79,10.35,3.3,6.15,4.44,0.16,187,0.7,7660000
0.2,21.77,Sector Equity Technology,3,4,97.89,13.84,0.6,39.54,7.43,0,50,0.45,41350000
0.2,21.77,Sector Equity Technology,3,4,97.89,13.84,0.6,39.54,7.43,0,50,0.45,41560000
14.78,21.14,Europe Large-Cap Blend Equity,3,2,276.79,9.44,2.84,2.19,1.38,0.26,256,0.3,95650000
10.73,18.83,Eurozone Large-Cap Equity,5,2,266.82,9.89,2.64,0.14,2.42,1.72,49,0.2,6560000
10.55,21.11,Sector Equity Infrastructure,3,2,141.41,8.53,2.51,2.44,2.85,0.48,171,0.4,34150000
8.79,21.08,Sector Equity Technology,3,3,217.57,11.66,0.96,31.54,0.94,0.09,63,0.6,443370000
20.97,20.02,Global Large-Cap Blend Equity,5,2,280.1,13.41,2.27,4.43,5.39,0.05,385,0.25,123940000
13.98,25.63,Asia ex-Japan Equity,3,3,365.03,8.79,2.81,1.36,6.91,0.35,625,0.74,2345470000
7.65,20.11,Germany Equity,3,3,279.84,7.44,2.68,-7.82,2.82,0,50,0.23,7100000
26.47,20.81,US Large-Cap Blend Equity,3,1,247.95,13.26,2.17,9.1,3.9,0.38,158,0.2,280480000
17.44,19.29,Europe Large-Cap Blend Equity,5,1,255.52,10.22,3.09,1.75,-0.11,0.69,146,0.25,11400000
22.4,21.26,Global Large-Cap Blend Equity,3,2,255.38,10.92,2.71,5.36,3.03,0.32,270,0.3,56660000
24.85,22.44,US Large-Cap Blend Equity,3,1,228.27,10.69,2.15,1.35,5.25,0.11,92,0.65,203100000
24.21,19.99,US Large-Cap Blend Equity,5,2,269.13,15.54,1.81,10.17,8.67,0.06,142,0.28,542810000
22.32,23.82,Global Equity Income,3,2,276.08,8.18,4.56,0.47,4.17,0.42,303,0.38,145600000
10.67,21.93,Eurozone Flex-Cap Equity,4,4,194.79,6.03,1.96,4.57,-0.36,0.5,150,0.65,129949999
15.09,27.12,Global Emerging Markets Equity,3,3,349.48,8.53,2.89,4.98,8.28,0,970,0.25,564060000
-0.46,20.39,Sector Equity Technology,3,4,160.4,13.88,0.8,20.56,6.31,0.02,41,0.6,44780000
-4.15,26.78,Sector Equity Biotechnology,4,5,143.07,13.22,0.31,18.1,10.23,0.07,30,0.6,3980000
10.94,24.16,Sector Equity Technology,4,3,245.1,16.17,0.82,3.61,6.59,0.19,103,0.59,24120000
19.48,18.77,Sector Equity Technology,5,3,280.55,14.64,1,18.59,6.34,0.08,50,0.59,26520000
5.68,24.83,Sector Equity Technology,4,4,375.42,27.2,0.11,-2.23,21.04,2.94,81,0.86,147510000
17.07,25.15,Global Equity Income,3,3,286.64,7.17,4.65,0.91,3.69,0,1482,0.29,1276730000
24.9,22.53,US Large-Cap Blend Equity,5,3,290.35,12.61,1.67,10.31,7.72,0.04,289,0.3,92860000
14.78,21.14,Europe Large-Cap Blend Equity,3,2,276.79,9.44,2.84,2.19,1.38,0.26,256,0.3,96750000
20.2,22.14,Global Large-Cap Blend Equity,3,2,282.9,11.35,2.15,6.72,5.21,-0.55,440,0.35,18620000
1.86,29.76,Sector Equity Biotechnology,4,3,185.13,11.41,0.79,45.74,6.09,0.17,30,0.74544,25560000
17.01,20.44,Sector Equity Technology,3,4,212.69,5.56,2.1,0.16,5.14,0.12,38,0.72112,300790000
1.18,29.07,Sector Equity Healthcare,4,5,130.94,24.16,0.27,20.74,8.87,0.19,85,0.27751,68740000
15.75,29.89,Sector Equity Water,3,3,101.36,10.25,1.68,9.01,3.81,0.1,66,0.27946,30720000
5.21,21.58,Sector Equity Technology,3,4,219.95,25.16,0.36,9.93,15.12,0.18,72,0.27917,1.52E+08
10.47,20.73,Eurozone Large-Cap Equity,4,3,276.19,8.04,2.53,-1.07,0.69,0,246,0.12,237560000
11.04,23.23,Pacific ex-Japan Equity,3,4,306.25,9.25,4.67,-6.55,1.79,0,89,0.12,15060000
